,name,description,short_name,id
1011,Rentas de congestión subasta explícita anual Francia importación,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Francia y España.  La capacidad de intercambio comercial se subasta en forma de Derechos F&iacute;sicos de Capacidad (PTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere a los ingresos brutos totales [€] derivados de la asignaci&oacute;n en subasta expl&iacute;cita anual en sentido FR-&gt;ES para cada hora.</p><p><b>Publicaci&oacute;n:</b> La fecha concreta est&aacute; especificada en el calendario de subastas https://www.esios.ree.es/es/calendario-de-subastas.</p>",Francia importación,1115
1012,Rentas de congestión subasta explícita anual Francia exportación,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Francia y España.  La capacidad de intercambio comercial se subasta en forma de Derechos F&iacute;sicos de Capacidad (PTRs, por sus siglas en ingl&eacute;s) para cada horizonte de negociaci&oacute;n. En la actualidad, las subastas expl&iacute;citas son &uacute;nicamente empleadas en horizontes de largo plazo (i.e.: anual y mensual).</p><p>Este mecanismo se recoge en las reglas HAR (Harmonized Allocation Rules) derivadas del Reglamento 2016/1719 (GL FCA).</p><p>En concreto este indicador se refiere a los ingresos brutos totales [€] derivados de la asignaci&oacute;n en subasta expl&iacute;cita anual en sentido FR-&gt;ES para cada hora.</p><p><b>Publicaci&oacute;n:</b> La fecha concreta est&aacute; especificada en el calendario de subastas https://www.esios.ree.es/es/calendario-de-subastas.</p>",Francia exportación,1116
1013,Rentas de congestión mecanismos implícitos diario Francia importación,<p>Ingresos brutos para los sistemas el&eacute;ctricos español y franc&eacute;s derivados de la asignaci&oacute;n de la capacidad de intercambio a trav&eacute;s del acoplamiento de mercados diarios &#39;Single Day-Ahead Coupling&#39; (SDAC). Estos ingresos son repartidos entre ambos sistemas conforme a la metodolog&iacute;a europea derivada del Reglamento 1222/2015 y empleados para liquidar los derechos de cobro de los tenedores de derechos de capacidad de largo plazo conforme a lo establecido en el Reglamento 2016/1719 y para los costes del sistema conforme a lo establecido por el Reglamento 2019/943.</p><p>Los mecanismos impl&iacute;citos se recogen en la circular Circular 3/2019 de la CNMC.</p><p>En concreto este indicador se refiere al producto en euros [€] del saldo programado resultante del acoplamiento de mercados diarios en el sentido FR-&gt;ES por la diferencia positiva de precios diarios (España-Francia) para cada hora.</p><p><b>Publicaci&oacute;n:</b> Diariamente a las 14:00 horas con la informaci&oacute;n del d&iacute;a D+1</p>,Francia importación,1117
1014,Rentas de congestión mecanismos implícitos diario Francia exportación,<p>Ingresos brutos para los sistemas el&eacute;ctricos español y franc&eacute;s derivados de la asignaci&oacute;n de la capacidad de intercambio a trav&eacute;s del acoplamiento de mercados diarios &#39;Single Day-Ahead Coupling&#39; (SDAC). Estos ingresos son repartidos entre ambos sistemas conforme a la metodolog&iacute;a europea derivada del Reglamento 1222/2015 y empleados para liquidar los derechos de cobro de los tenedores de derechos de capacidad de largo plazo conforme a lo establecido en el Reglamento 2016/1719 y para los costes del sistema conforme a lo establecido por el Reglamento 2019/943.</p><p>Los mecanismos impl&iacute;citos se recogen en la circular Circular 3/2019 de la CNMC.</p><p>En concreto este indicador se refiere al producto en euros [€] del saldo programado resultante del acoplamiento de mercados diarios en el sentido ES-&gt;FR por la diferencia positiva de precios diarios (Francia-España) para cada hora.</p><p><b>Publicaci&oacute;n:</b> Diariamente a las 14:00 horas con la informaci&oacute;n del d&iacute;a D+1</p>,Francia exportación,1118
1015,Rentas de congestión mecanismos implícitos diario Portugal importación,<p>Ingresos brutos para los sistemas el&eacute;ctricos español y portugu&eacute;s derivados de la asignaci&oacute;n de la capacidad de intercambio a trav&eacute;s del acoplamiento de mercados diarios &#39;Single Day-Ahead Coupling&#39; (SDAC). Estos ingresos son repartidos entre ambos sistemas conforme a la metodolog&iacute;a europea derivada del Reglamento 1222/2015 y empleados para liquidar los derechos de cobro de los tenedores de derechos de capacidad de largo plazo conforme a lo establecido en el Reglamento 2016/1719 y para los costes del sistema conforme a lo establecido por el Reglamento 2019/943.</p><p>Los mecanismos impl&iacute;citos se recogen en la circular Circular 3/2019 de la CNMC.</p><p>En concreto este indicador se refiere al producto en euros [€] del saldo programado resultante del acoplamiento de mercados diarios en el sentido PT-&gt;ES por la diferencia positiva de precios diarios (España-Portugal) para cada hora.</p><p><b>Publicaci&oacute;n:</b> Diariamente a las 14:00 horas con la informaci&oacute;n del d&iacute;a D+1</p>,Portugal importación,1119
1016,Rentas de congestión mecanismos implícitos diario Portugal exportación,<p>Ingresos brutos para los sistemas el&eacute;ctricos español y portugu&eacute;s derivados de la asignaci&oacute;n de la capacidad de intercambio a trav&eacute;s del acoplamiento de mercados diarios &#39;Single Day-Ahead Coupling&#39; (SDAC). Estos ingresos son repartidos entre ambos sistemas conforme a la metodolog&iacute;a europea derivada del Reglamento 1222/2015 y empleados para liquidar los derechos de cobro de los tenedores de derechos de capacidad de largo plazo conforme a lo establecido en el Reglamento 2016/1719 y para los costes del sistema conforme a lo establecido por el Reglamento 2019/943.</p><p>Los mecanismos impl&iacute;citos se recogen en la circular Circular 3/2019 de la CNMC.</p><p>En concreto este indicador se refiere al producto en euros [€] del saldo programado resultante del acoplamiento de mercados diarios en el sentido ES-&gt;PT por la diferencia positiva de precios diarios (Portugal-España) para cada hora.</p><p><b>Publicaci&oacute;n:</b> Diariamente a las 14:00 horas con la informaci&oacute;n del d&iacute;a D+1</p>,Portugal exportación,1120
1017,Rentas de congestión mecanismos implícitos intradiario 1 Portugal importación,<p>Ingresos brutos para los sistemas el&eacute;ctricos español y portugu&eacute;s derivados de la asignaci&oacute;n de la capacidad de intercambio en sentido importador a trav&eacute;s mecanismos impl&iacute;citos de gesti&oacute;n de la capacidad de interconexi&oacute;n. Estos ingresos son repartidos entre ambos sistemas conforme a la metodolog&iacute;a europea derivada del Reglamento 1222/2015 y empleados empleados para cubrir los costes del sistema conforme a lo establecido por el Reglamento 2019/943.</p><p>Los mecanismos impl&iacute;citos se recogen en la circular Circular 3/2019 de la CNMC.</p><p>En concreto este indicador se refiere al producto en euros [€] del saldo programado resultante de la primera subasta impl&iacute;cita intradiaria en el sentido PT-&gt;ES por la diferencia de precios de dicha sesi&oacute;n (España-Portugal) para cada hora.</p><p><b>Publicaci&oacute;n:</b> Diariamente a las 5:00 horas con la informaci&oacute;n del d&iacute;a D</p>,Portugal importación,1121
1018,Rentas de congestión mecanismos implícitos intradiario 2 Portugal importación,<p>Ingresos brutos para los sistemas el&eacute;ctricos español y portugu&eacute;s derivados de la asignaci&oacute;n de la capacidad de intercambio en sentido importador a trav&eacute;s mecanismos impl&iacute;citos de gesti&oacute;n de la capacidad de interconexi&oacute;n. Estos ingresos son repartidos entre ambos sistemas conforme a la metodolog&iacute;a europea derivada del Reglamento 1222/2015 y empleados empleados para cubrir los costes del sistema conforme a lo establecido por el Reglamento 2019/943.</p><p>Los mecanismos impl&iacute;citos se recogen en la circular Circular 3/2019 de la CNMC.</p><p>En concreto este indicador se refiere al producto en euros [€] del saldo programado resultante de la segunda subasta impl&iacute;cita intradiaria en el sentido PT-&gt;ES por la diferencia de precios de dicha sesi&oacute;n (España-Portugal) para cada hora.</p><p><b>Publicaci&oacute;n:</b> Diariamente a las 5:00 horas con la informaci&oacute;n del d&iacute;a D</p>,Portugal importación,1122
1019,Rentas de congestión mecanismos implícitos intradiario 3 Portugal importación,<p>Ingresos brutos para los sistemas el&eacute;ctricos español y portugu&eacute;s derivados de la asignaci&oacute;n de la capacidad de intercambio en sentido importador a trav&eacute;s mecanismos impl&iacute;citos de gesti&oacute;n de la capacidad de interconexi&oacute;n. Estos ingresos son repartidos entre ambos sistemas conforme a la metodolog&iacute;a europea derivada del Reglamento 1222/2015 y empleados empleados para cubrir los costes del sistema conforme a lo establecido por el Reglamento 2019/943.</p><p>Los mecanismos impl&iacute;citos se recogen en la circular Circular 3/2019 de la CNMC.</p><p>En concreto este indicador se refiere al producto en euros [€] del saldo programado resultante de la tercera subasta impl&iacute;cita intradiaria en el sentido PT-&gt;ES por la diferencia de precios de dicha sesi&oacute;n (España-Portugal) para cada hora.</p><p><b>Publicaci&oacute;n:</b> Diariamente a las 5:00 horas con la informaci&oacute;n del d&iacute;a D</p>,Portugal importación,1123
1020,Rentas de congestión mecanismos implícitos intradiario 4 Portugal importación,<p>Ingresos brutos para los sistemas el&eacute;ctricos español y portugu&eacute;s derivados de la asignaci&oacute;n de la capacidad de intercambio en sentido importador a trav&eacute;s mecanismos impl&iacute;citos de gesti&oacute;n de la capacidad de interconexi&oacute;n. Estos ingresos son repartidos entre ambos sistemas conforme a la metodolog&iacute;a europea derivada del Reglamento 1222/2015 y empleados empleados para cubrir los costes del sistema conforme a lo establecido por el Reglamento 2019/943.</p><p>Los mecanismos impl&iacute;citos se recogen en la circular Circular 3/2019 de la CNMC.</p><p>En concreto este indicador se refiere al producto en euros [€] del saldo programado resultante de la cuarta subastas impl&iacute;cita intradiaria en el sentido PT-&gt;ES por la diferencia de precios de dicha sesi&oacute;n (España-Portugal) para cada hora.</p><p><b>Publicaci&oacute;n:</b> Diariamente a las 5:00 horas con la informaci&oacute;n del d&iacute;a D</p>,Portugal importación,1124
1021,Rentas de congestión mecanismos implícitos intradiario 5 Portugal importación,<p>Ingresos brutos para los sistemas el&eacute;ctricos español y portugu&eacute;s derivados de la asignaci&oacute;n de la capacidad de intercambio en sentido importador a trav&eacute;s mecanismos impl&iacute;citos de gesti&oacute;n de la capacidad de interconexi&oacute;n. Estos ingresos son repartidos entre ambos sistemas conforme a la metodolog&iacute;a europea derivada del Reglamento 1222/2015 y empleados empleados para cubrir los costes del sistema conforme a lo establecido por el Reglamento 2019/943.</p><p>Los mecanismos impl&iacute;citos se recogen en la circular Circular 3/2019 de la CNMC.</p><p>En concreto este indicador se refiere al producto en euros [€] del saldo programado resultante de la quinta subasta impl&iacute;cita intradiaria en el sentido PT-&gt;ES por la diferencia de precios de dicha sesi&oacute;n (España-Portugal) para cada hora.</p><p><b>Publicaci&oacute;n:</b> Diariamente a las 5:00 horas con la informaci&oacute;n del d&iacute;a D</p>,Portugal importación,1125
1022,Rentas de congestión mecanismos implícitos intradiario 6 Portugal importación,<p>Ingresos brutos para los sistemas el&eacute;ctricos español y portugu&eacute;s derivados de la asignaci&oacute;n de la capacidad de intercambio en sentido importador a trav&eacute;s mecanismos impl&iacute;citos de gesti&oacute;n de la capacidad de interconexi&oacute;n. Estos ingresos son repartidos entre ambos sistemas conforme a la metodolog&iacute;a europea derivada del Reglamento 1222/2015 y empleados empleados para cubrir los costes del sistema conforme a lo establecido por el Reglamento 2019/943.</p><p>Los mecanismos impl&iacute;citos se recogen en la circular Circular 3/2019 de la CNMC.</p><p>En concreto este indicador se refiere al producto en euros [€] del saldo programado resultante de la sexta subasta impl&iacute;cita intradiaria en el sentido PT-&gt;ES por la diferencia de precios de dicha sesi&oacute;n (España-Portugal) para cada hora.</p><p><b>Publicaci&oacute;n:</b> Diariamente a las 5:00 horas con la informaci&oacute;n del d&iacute;a D</p>,Portugal importación,1126
1023,Rentas de congestión mecanismos implícitos intradiario 7 Portugal importación,<p>Ingresos brutos para los sistemas el&eacute;ctricos español y portugu&eacute;s derivados de la asignaci&oacute;n de la capacidad de intercambio en sentido importador a trav&eacute;s mecanismos impl&iacute;citos de gesti&oacute;n de la capacidad de interconexi&oacute;n. Estos ingresos son repartidos entre ambos sistemas conforme a la metodolog&iacute;a europea derivada del Reglamento 1222/2015 y empleados empleados para cubrir los costes del sistema conforme a lo establecido por el Reglamento 2019/943.</p><p>Los mecanismos impl&iacute;citos se recogen en la circular Circular 3/2019 de la CNMC.</p><p>En concreto este indicador se refiere al producto en euros [€] del saldo programado resultante de la s&eacute;ptima subasta impl&iacute;cita intradiaria en el sentido PT-&gt;ES por la diferencia de precios de dicha sesi&oacute;n (España-Portugal) para cada hora.</p><p><b>Publicaci&oacute;n:</b> Diariamente a las 5:00 horas con la informaci&oacute;n del d&iacute;a D-1</p>,Portugal importación,1127
1024,Rentas de congestión mecanismos implícitos intradiario 1 Portugal exportación,<p>Ingresos brutos para los sistemas el&eacute;ctricos español y portugu&eacute;s derivados de la asignaci&oacute;n de la capacidad de intercambio en sentido importador a trav&eacute;s mecanismos impl&iacute;citos de gesti&oacute;n de la capacidad de interconexi&oacute;n. Estos ingresos son repartidos entre ambos sistemas conforme a la metodolog&iacute;a europea derivada del Reglamento 1222/2015 y empleados empleados para cubrir los costes del sistema conforme a lo establecido por el Reglamento 2019/943.</p><p>Los mecanismos impl&iacute;citos se recogen en la circular Circular 3/2019 de la CNMC.</p><p>En concreto este indicador se refiere al producto en euros [€] del saldo programa resultante de la primera subasta impl&iacute;cita intradiaria en el sentido ES-&gt;PT por la diferencia de precios de dicha sesi&oacute;n (Portugal-España) para cada hora.</p><p><b>Publicaci&oacute;n:</b> Diariamente a las 5:00 horas con la informaci&oacute;n del d&iacute;a D</p>,Portugal exportación,1128
1025,Rentas de congestión mecanismos implícitos intradiario 2 Portugal exportación,<p>Ingresos brutos para los sistemas el&eacute;ctricos español y portugu&eacute;s derivados de la asignaci&oacute;n de la capacidad de intercambio en sentido importador a trav&eacute;s mecanismos impl&iacute;citos de gesti&oacute;n de la capacidad de interconexi&oacute;n. Estos ingresos son repartidos entre ambos sistemas conforme a la metodolog&iacute;a europea derivada del Reglamento 1222/2015 y empleados empleados para cubrir los costes del sistema conforme a lo establecido por el Reglamento 2019/943.</p><p>Los mecanismos impl&iacute;citos se recogen en la circular Circular 3/2019 de la CNMC.</p><p>En concreto este indicador se refiere al producto en euros [€] del saldo programado resultante de la segunda subasta impl&iacute;cita intradiaria en el sentido ES-&gt;PT por la diferencia de precios de dicha sesi&oacute;n (Portugal-España) para cada hora.</p><p><b>Publicaci&oacute;n:</b> Diariamente a las 5:00 horas con la informaci&oacute;n del d&iacute;a D</p>,Portugal exportación,1129
1026,Rentas de congestión mecanismos implícitos intradiario 3 Portugal exportación,<p>Ingresos brutos para los sistemas el&eacute;ctricos español y portugu&eacute;s derivados de la asignaci&oacute;n de la capacidad de intercambio en sentido importador a trav&eacute;s mecanismos impl&iacute;citos de gesti&oacute;n de la capacidad de interconexi&oacute;n. Estos ingresos son repartidos entre ambos sistemas conforme a la metodolog&iacute;a europea derivada del Reglamento 1222/2015 y empleados empleados para cubrir los costes del sistema conforme a lo establecido por el Reglamento 2019/943.</p><p>Los mecanismos impl&iacute;citos se recogen en la circular Circular 3/2019 de la CNMC.</p><p>En concreto este indicador se refiere al producto en euros [€] del saldo programado resultante de la tercera subasta impl&iacute;cita intradiaria en el sentido ES-&gt;PT por la diferencia de precios de dicha sesi&oacute;n (Portugal-España) para cada hora.</p><p><b>Publicaci&oacute;n:</b> Diariamente a las 5:00 horas con la informaci&oacute;n del d&iacute;a D</p>,Portugal exportación,1130
1027,Rentas de congestión mecanismos implícitos intradiario 4 Portugal exportación,<p>Ingresos brutos para los sistemas el&eacute;ctricos español y portugu&eacute;s derivados de la asignaci&oacute;n de la capacidad de intercambio en sentido importador a trav&eacute;s mecanismos impl&iacute;citos de gesti&oacute;n de la capacidad de interconexi&oacute;n. Estos ingresos son repartidos entre ambos sistemas conforme a la metodolog&iacute;a europea derivada del Reglamento 1222/2015 y empleados empleados para cubrir los costes del sistema conforme a lo establecido por el Reglamento 2019/943.</p><p>Los mecanismos impl&iacute;citos se recogen en la circular Circular 3/2019 de la CNMC.</p><p>En concreto este indicador se refiere al producto en euros [€] del saldo programado resultante de la cuarta subasta impl&iacute;cita intradiaria en el sentido ES-&gt;PT por la diferencia de precios de dicha sesi&oacute;n (Portugal-España) para cada hora.</p><p><b>Publicaci&oacute;n:</b> Diariamente a las 5:00 horas con la informaci&oacute;n del d&iacute;a D</p>,Portugal exportación,1131
1028,Rentas de congestión mecanismos implícitos intradiario 5 Portugal exportación,<p>Ingresos brutos para los sistemas el&eacute;ctricos español y portugu&eacute;s derivados de la asignaci&oacute;n de la capacidad de intercambio en sentido importador a trav&eacute;s mecanismos impl&iacute;citos de gesti&oacute;n de la capacidad de interconexi&oacute;n. Estos ingresos son repartidos entre ambos sistemas conforme a la metodolog&iacute;a europea derivada del Reglamento 1222/2015 y empleados empleados para cubrir los costes del sistema conforme a lo establecido por el Reglamento 2019/943.</p><p>Los mecanismos impl&iacute;citos se recogen en la circular Circular 3/2019 de la CNMC.</p><p>En concreto este indicador se refiere al producto en euros [€] del saldo programado resultante de la quinta subasta impl&iacute;cita intradiaria en el sentido ES-&gt;PT por la diferencia de precios de dicha sesi&oacute;n (Portugal-España) para cada hora.</p><p><b>Publicaci&oacute;n:</b> Diariamente a las 5:00 horas con la informaci&oacute;n del d&iacute;a D</p>,Portugal exportación,1132
1029,Rentas de congestión mecanismos implícitos intradiario 6 Portugal exportación,<p>Ingresos brutos para los sistemas el&eacute;ctricos español y portugu&eacute;s derivados de la asignaci&oacute;n de la capacidad de intercambio en sentido importador a trav&eacute;s mecanismos impl&iacute;citos de gesti&oacute;n de la capacidad de interconexi&oacute;n. Estos ingresos son repartidos entre ambos sistemas conforme a la metodolog&iacute;a europea derivada del Reglamento 1222/2015 y empleados empleados para cubrir los costes del sistema conforme a lo establecido por el Reglamento 2019/943.</p><p>Los mecanismos impl&iacute;citos se recogen en la circular Circular 3/2019 de la CNMC.</p><p>En concreto este indicador se refiere al producto en euros [€] del saldo programado resultante de la sexta subasta impl&iacute;cita intradiaria en el sentido ES-&gt;PT por la diferencia de precios de dicha sesi&oacute;n (Portugal-España) para cada hora.</p><p><b>Publicaci&oacute;n:</b> Diariamente a las 5:00 horas con la informaci&oacute;n del d&iacute;a D</p>,Portugal exportación,1133
1030,Rentas de congestión mecanismos implícitos intradiario 7 Portugal exportación,<p>Ingresos brutos para los sistemas el&eacute;ctricos español y portugu&eacute;s derivados de la asignaci&oacute;n de la capacidad de intercambio en sentido importador a trav&eacute;s mecanismos impl&iacute;citos de gesti&oacute;n de la capacidad de interconexi&oacute;n. Estos ingresos son repartidos entre ambos sistemas conforme a la metodolog&iacute;a europea derivada del Reglamento 1222/2015 y empleados empleados para cubrir los costes del sistema conforme a lo establecido por el Reglamento 2019/943.</p><p>Los mecanismos impl&iacute;citos se recogen en la circular Circular 3/2019 de la CNMC.</p><p>En concreto este indicador se refiere al producto en euros [€] del saldo programado resultante de la s&eacute;ptima subasta impl&iacute;cita intradiaria en el sentido ES-&gt;PT por la diferencia de precios de dicha sesi&oacute;n (Portugal-España) para cada hora.</p><p><b>Publicaci&oacute;n:</b> Diariamente a las 5:00 horas con la informaci&oacute;n del d&iacute;a D-1</p>,Portugal exportación,1134
1031,Coste Mensual Countertrading (IPE +IFE),"<p>Programa coordinado establecido por los gestores de redes interconectadas, superpuesto sobre los programas comercilaes de intercambio existentes, en una magnitud y direcci&oacute;n adecuada para que el flujo neto de programas de intercambio entre los dos sistemas el&eacute;ctricos respete el valor de la capacidad de intercambio existente y garantizar la resoluci&oacute;n de una congesti&oacute;n identificada en la interconexi&oacute;n en tiempo real.</p><p>La programaci&oacute;n de countertrading se recoge se recoge en la circular 3/2019 de la CNMC.</p><p>En concreto este indicador se refiere al coste mensual para el SEE, en euros [€], resultante de los programas de countertrading establecidos en las interconexiones con Francia y Portugal.</p><p><b>Publicaci&oacute;n:</b> Mensualmente antes de las 12:00 horas del d&iacute;a 25 con la informaci&oacute;n de mes M-1</p>",Coste countertrading,1135
1032,Pérdidas de transporte,<p>Energía perdida en el paso de los puntos de generación a la red de transporte.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>,Pérdidas de transporte,1136
1033,Pérdidas de distribución,"<p>Energ&iacute;a perdida en el paso desde&nbsp;la red de transporte hasta los clientes finales.</p>

<p><b>Publicaci&oacute;n:</b>&nbsp;diariamente cada vez que lleguen nuevas medidas a partir del mes M+8.</p>
",Pérdidas de distribución,1137
1034,Precio medio de ofertas de balance presentadas por el SEE para importación,"<p>Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.</p><p>En concreto este indicador se refiere al precio medio de las ofertas de balance presentadas por el Sistema Eléctrico Español para importación.</p><p><b>Publicación:</b> diariamente sobre las 5:00 horas con la información del día anterior.</p>",SEE importación,1138
1035,Precio medio de ofertas de balance presentadas por el SEE para exportación,"<p>Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.</p><p>En concreto este indicador se refiere al precio medio de las ofertas de balance presentadas por el Sistema Eléctrico Español para exportación.</p><p><b>Publicación:</b> diariamente sobre las 5:00 horas con la información del día anterior.</p>",SEE exportación,1139
1036,Precio medio de ofertas de balance presentadas por Francia para importación activadas por el SEE,"<p>Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.</p><p>En concreto este indicador se refiere al precio medio de las ofertas de balance presentadas por Francia para importación activadas por el Sistema Eléctrico Español.</p><p><b>Publicación:</b> diariamente sobre las 5:00 horas con la información del día anterior.</p>",Francia importación,1140
1037,Precio medio de ofertas de balance presentadas por Portugal para importación activadas por el SEE,"<p>Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.</p><p>En concreto este indicador se refiere al precio medio de las ofertas de balance presentadas por Francia para importación activadas por el Sistema Eléctrico Español.</p><p><b>Publicación:</b> diariamente sobre las 5:00 horas con la información del día anterior.</p>",Portugal importación,1141
1038,Precio medio de ofertas de balance presentadas por Francia para exportación activadas por el SEE,"<p>Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.</p><p>En concreto este indicador se refiere al precio medio de las ofertas de balance presentadas por Francia para exportación activadas por el Sistema Eléctrico Español.</p><p><b>Publicación:</b> diariamente sobre las 5:00 horas con la información del día anterior.</p>",Francia exportación,1142
1039,Precio medio de ofertas de balance presentadas por Portugal para exportación activadas por el SEE,"<p>Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.</p><p>En concreto este indicador se refiere al precio medio de las ofertas de balance presentadas por Portugal para exportación activadas por el Sistema Eléctrico Español.</p><p><b>Publicación:</b> diariamente sobre las 5:00 horas con la información del día anterior.</p>",Portugal exportación,1143
1040,Precio medio de ofertas de balance presentadas por el SEE para importación activadas por Francia,"<p>Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.</p><p>En concreto este indicador se refiere al precio medio de las ofertas de balance presentadas por el Sistema Eléctrico Español para importación activadas por Francia.</p><p><b>Publicación:</b> diariamente sobre las 5:00 horas con la información del día anterior.</p>",SEE importación,1144
1041,Precio medio de ofertas de balance presentadas por el SEE para importación activadas por Portugal,"<p>Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.</p><p>En concreto este indicador se refiere al precio medio de las ofertas de balance presentadas por el Sistema Eléctrico Español para importación activadas por Portugal.</p><p><b>Publicación:</b> diariamente sobre las 5:00 horas con la información del día anterior.</p>",SEE importación,1145
1042,Precio medio de ofertas de balance presentadas por el SEE para exportación activadas por Francia,"<p>Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.</p><p>En concreto este indicador se refiere al precio medio de las ofertas de balance presentadas por el Sistema Eléctrico Español para exportación activadas por Francia.</p><p><b>Publicación:</b> diariamente sobre las 5:00 horas con la información del día anterior.</p>",SEE exportación,1146
1043,Precio medio de ofertas de balance presentadas por el SEE para exportación activadas por Portugal,"<p>Los mercados de balance transfronterizos son un mecanismo gestionado desde la plataforma BALIT para la mejora del uso de la capacidad de intercambio en las interconexiones FR-ES y PT-ES, así como la optimización de costes de asociados a  la regulación de terciaria y la gestión de desvíos.</p><p>En concreto este indicador se refiere al precio medio de las ofertas de balance presentadas por el Sistema Eléctrico Español para exportación activadas por Portugal.</p><p><b>Publicación:</b> diariamente sobre las 5:00 horas con la información del día anterior.</p>",SEE exportación,1147
1044,Generación medida Hidráulica UGH,<p>Medidas de la generación según el tipo de producción utilizado.</p><p>En concreto este indicador se refiere a las medidas de generación del tipo de producción Hidráulica UGH.</p><p>Este indicador se puede desglosar por provincias.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>,Hidráulica UGH,1150
1045,Generación medida Hidráulica no UGH,<p>Medidas de la generación según el tipo de producción utilizado.</p><p>En concreto este indicador se refiere a las medidas de generación del tipo de producción Hidráulica no UGH.</p><p>Este indicador se puede desglosar por provincias.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>,Hidráulica no UGH,1151
1046,Generación medida Turbinación bombeo,<p>Medidas de la generación según el tipo de producción utilizado.</p><p>En concreto este indicador se refiere a las medidas de generación del tipo de producción Turbinación bombeo.</p><p>Este indicador se puede desglosar por provincias.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>,Turbinación bombeo,1152
1047,Generación medida Nuclear,<p>Medidas de la generación según el tipo de producción utilizado.</p><p>En concreto este indicador se refiere a las medidas de generación del tipo de producción Nuclear.</p><p>Este indicador se puede desglosar por provincias.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>,Nuclear,1153
1048,Generación medida Hulla antracita,<p>Medidas de la generación según el tipo de producción utilizado.</p><p>En concreto este indicador se refiere a las medidas de generación del tipo de producción Hulla antracita.</p><p>Este indicador se puede desglosar por provincias.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>,Hulla antracita,1154
1049,Generación medida Hulla sub-bituminosa,<p>Medidas de la generación según el tipo de producción utilizado.</p><p>En concreto este indicador se refiere a las medidas de generación del tipo de producción Hulla sub-bituminosa.</p><p>Este indicador se puede desglosar por provincias.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>,Hulla sub-bituminosa,1155
1050,Generación medida Ciclo combinado,<p>Medidas de la generación según el tipo de producción utilizado.</p><p>En concreto este indicador se refiere a las medidas de generación del tipo de producción Ciclo combinado.</p><p>Este indicador se puede desglosar por provincias.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>,Ciclo combinado,1156
